Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type
2724,349,15,67,4,1302,191,213,160,2252,29
2619,13,4,42,3,819,215,231,152,1691,12
3195,83,11,366,53,2952,235,221,116,4401,23
3139,106,6,531,13,3599,231,232,135,3690,29
2929,44,16,591,65,2698,222,204,112,1911,29
2733,90,5,60,-1,1364,227,232,139,2315,23
2931,4,12,579,215,3018,204,218,150,1621,29
2871,82,14,228,47,2385,238,215,105,2271,29
2737,99,13,30,-5,1406,241,221,108,2357,23
2730,135,1,60,-9,1383,220,238,155,2335,23
2653,332,13,190,43,900,190,224,173,1722,29
2665,0,10,190,32,930,206,222,154,1728,29
2988,217,7,446,72,5467,212,247,171,1437,29
2718,63,17,242,78,1142,233,204,98,2082,12
2682,66,8,547,15,812,228,225,131,1702,29
2662,324,6,616,52,543,205,233,168,1765,29
3096,49,14,242,26,4180,225,208,114,2984,29
2975,38,11,633,245,3282,220,216,129,1381,12
2653,93,12,511,43,424,239,222,111,1833,29
2876,314,26,295,121,3746,142,210,203,1074,29
2969,35,4,531,99,2930,219,231,148,1679,12
2662,119,10,531,52,481,237,232,125,1841,29
2919,108,7,85,3,5022,232,232,133,1841,19
2738,270,12,30,7,1506,188,244,195,2461,29
2673,27,23,30,11,1113,204,183,106,1800,20
2696,276,11,120,29,1167,190,242,192,1776,30
2694,56,14,480,27,866,228,211,113,1782,12
2986,174,18,234,17,4805,228,246,142,644,30
2860,332,5,485,105,1964,209,234,163,2905,30
2690,40,11,495,-20,800,221,215,127,1820,12
2987,169,17,390,43,4629,230,245,139,547,29
2787,96,17,218,32,1767,245,214,93,2718,29
2934,299,25,418,171,3736,141,221,216,1044,29
2712,304,7,190,45,1146,201,237,175,1862,12
2954,160,13,390,51,3012,233,242,137,1608,12
2750,68,7,30,1,1676,227,226,133,2631,23
3044,57,16,108,-5,4295,229,206,105,2589,29
2719,52,10,371,8,812,226,218,125,1935,12
2764,76,7,323,32,1437,229,227,131,2372,12
3034,61,17,212,-9,4325,231,202,98,2491,29
2753,230,14,175,40,1398,197,252,190,2315,12
3109,26,7,30,-3,3947,217,225,144,2962,29
2936,100,13,300,20,4687,242,221,107,2012,29
2875,331,15,277,43,2506,184,221,176,2402,29
2878,273,20,134,61,4085,164,241,215,738,29
2856,66,14,371,36,2086,233,211,108,2905,30
2976,211,7,509,45,3599,215,247,168,1022,29
2747,9,6,150,22,1380,214,228,152,2182,12
2703,47,8,319,1,666,223,223,134,1813,12
3073,99,20,216,-12,4133,248,209,80,2624,29
2932,93,9,124,16,4860,235,226,123,342,30
2889,323,24,277,43,2605,152,208,191,2315,29
3146,85,9,192,33,3755,233,225,124,3099,29
2651,64,9,127,3,335,229,221,125,1559,12
2942,170,12,323,-45,4552,229,245,147,2051,29
2534,108,2,247,13,234,221,237,151,1395,9
2774,10,7,306,39,1691,213,227,151,2621,12
2732,43,9,0,0,1566,222,220,132,2455,20
2916,228,12,67,7,4975,202,251,185,1507,30
2744,118,18,42,13,1531,248,221,95,2334,12
3032,87,12,277,71,5328,238,219,109,671,30
2866,122,6,242,46,2335,230,235,138,2730,29
2539,24,6,120,-3,446,217,226,146,1208,9
2895,357,13,60,10,4236,198,215,154,514,29
2903,146,10,443,42,2766,234,239,135,2219,29
3083,45,5,256,49,3776,221,229,143,2850,29
2924,9,6,255,50,3095,213,227,152,1855,29
2740,56,15,162,10,1442,229,207,107,2151,12
3109,60,16,319,55,3599,231,206,103,3031,29
2935,7,16,67,22,4198,199,207,143,457,29
2564,44,18,67,21,680,221,199,106,1052,9
3010,203,16,484,159,5519,211,253,173,760,30
2699,45,1,60,4,834,219,236,154,1510,12
2754,101,11,85,19,1588,239,225,115,2148,12
2693,5,12,120,0,828,205,217,149,1383,12
2674,344,7,234,-2,626,206,229,162,1116,12
3178,83,6,306,46,3209,228,230,137,3398,29
2826,76,13,234,55,2174,236,216,109,2970,12
2725,95,8,0,0,1490,233,229,128,2026,20
2961,97,20,150,47,3636,248,206,77,1218,29
2939,88,7,342,57,3234,231,228,129,1812,29
2761,181,10,42,4,2117,223,247,156,3019,12
2971,322,22,361,158,4671,160,213,190,258,29
2525,80,7,67,-8,706,229,228,133,916,16
2750,60,4,0,0,2154,223,231,144,2976,20
2742,345,7,30,2,1597,206,229,161,2033,20
2695,15,7,285,1,819,214,225,148,1104,12
2993,346,10,300,16,4663,201,225,162,175,29
2972,0,16,210,20,4200,195,209,150,2112,24
2931,30,14,391,50,3078,215,209,128,2093,29
2868,188,2,108,14,2616,219,240,157,2470,29
2976,252,3,212,95,5365,213,241,166,900,30
2926,67,12,324,45,3055,232,217,116,2093,29
2719,126,11,277,-10,1092,239,233,123,1302,23
2624,109,14,127,14,911,244,223,105,655,9
2985,90,9,295,53,4375,234,226,123,1900,30
2909,77,10,120,6,4759,233,221,119,1499,30
2911,130,30,108,52,5485,252,207,60,811,30
2780,357,14,85,13,2335,197,213,153,2952,23
2856,2,14,0,0,5468,200,214,150,684,20
3152,65,9,120,13,2928,229,222,126,3526,39
2945,76,10,175,42,4542,233,220,118,1717,30
3002,166,4,258,22,4690,223,241,153,120,20
3030,81,14,85,22,4414,238,215,106,408,30
3041,125,13,323,76,3971,242,230,115,2308,30
2878,339,20,30,15,5493,175,208,170,872,29
2770,51,12,120,7,1528,226,214,120,1652,12
2733,89,15,582,20,1092,242,214,98,900,12
3159,62,15,150,20,2881,231,209,106,3518,29
3123,94,12,342,33,3544,238,222,113,2758,30
2673,69,14,240,56,1084,234,211,106,553,29
2544,86,7,247,-16,1020,230,229,132,531,9
2998,151,24,124,39,4140,242,231,105,2117,30
2972,37,7,90,16,4242,220,224,139,920,23
2859,113,5,42,-1,2881,230,234,138,2250,30
2851,43,17,255,37,2599,221,201,110,2771,29
2601,48,11,162,-18,1243,224,216,124,342,22
3025,96,7,234,17,4437,232,229,129,726,29
2955,3,13,42,3,4224,201,214,149,2039,30
2869,325,15,120,13,2898,181,222,180,2310,29
3067,133,11,242,43,3491,237,235,127,2771,30
2905,248,3,95,11,4859,214,241,165,1490,29
3001,17,6,323,43,3929,215,228,150,1371,29
2712,72,12,391,88,1351,233,217,115,560,23
3050,72,10,124,26,3538,231,221,122,2719,30
2882,37,10,0,0,5639,220,219,133,1040,23
2762,357,9,658,1,1529,207,225,156,900,23
3041,144,12,60,4,3476,237,238,129,2781,30
2984,132,11,153,26,3967,238,234,124,1245,30
3008,356,16,42,7,3719,192,209,153,2549,30
2900,66,17,42,6,5655,234,205,97,1116,30
3014,234,21,285,115,5432,180,253,205,834,29
2898,254,7,30,6,4919,204,245,179,1552,23
2834,32,15,247,36,1897,216,207,124,1561,23
2780,96,5,582,21,1616,228,233,139,902,12
2896,276,7,30,5,4911,201,242,179,1575,23
2898,352,3,60,6,4941,214,233,158,1556,23
2838,322,14,85,22,2379,183,225,182,2252,29
2802,91,11,540,18,1699,237,223,115,1084,12
2891,292,8,0,0,4875,197,239,182,1617,23
2902,342,3,67,4,4963,213,235,159,1560,23
3025,194,15,342,112,5307,217,251,164,1396,29
2960,104,20,150,41,3479,249,211,82,1663,30
2932,113,15,85,19,3432,245,223,104,1734,30
2896,351,8,30,3,4803,206,227,159,1702,23
2921,258,20,108,8,5066,168,247,215,1539,29
3046,335,15,134,31,4530,185,218,172,1055,29
2752,68,11,418,65,1684,232,218,118,626,12
2904,9,13,30,5,4855,205,213,144,1687,23
2906,87,10,212,42,3070,236,223,118,2513,12
2666,63,14,212,19,1176,232,211,109,228,23
2654,78,11,272,7,1116,234,220,116,258,23
3131,318,13,618,85,5272,185,228,183,872,29
2913,321,16,95,14,4784,178,223,184,1771,23
2910,266,4,42,2,4983,210,241,169,1673,23
2770,68,3,330,11,1820,222,234,148,808,12
2914,113,11,0,0,4889,239,229,119,1747,23
2905,329,1,30,-3,4948,215,237,159,1714,23
2924,270,10,134,11,5066,194,244,189,1652,29
2987,236,21,365,74,5302,178,253,207,1537,29
2999,347,13,150,21,4146,195,218,162,966,29
2878,290,12,218,55,2525,187,238,191,2244,29
2915,297,5,108,1,4736,205,238,172,1860,29
2918,310,11,124,10,5031,191,233,182,1693,23
2925,205,5,175,12,5090,217,244,164,1664,29
2918,8,7,85,3,4731,212,226,152,1884,29
2931,267,16,242,18,5144,178,245,205,1664,29
2997,351,6,42,-2,3827,210,230,159,1302,30
3037,346,13,418,0,3667,195,219,162,2696,29
2929,75,15,95,14,4696,237,212,103,1926,29
3174,350,13,700,66,5370,195,217,160,1050,29
3082,79,2,212,32,4669,222,234,148,816,29
2928,294,6,216,21,5075,204,239,174,1744,23
2939,288,10,268,26,5134,193,239,186,1718,29
3103,356,12,134,10,3071,201,219,155,3237,30
3096,73,11,192,13,3187,233,218,115,3133,30
3064,59,8,319,0,3362,227,223,130,2980,30
2917,50,11,30,2,4745,225,217,125,1939,23
2920,295,9,42,5,4833,195,238,182,1889,23
2935,32,12,162,26,4981,217,214,131,1812,29
3129,38,11,190,36,2802,220,216,129,3489,30
2924,53,14,0,0,4740,227,210,113,1964,23
2929,302,16,85,14,4858,172,230,198,1899,29
2936,22,11,201,27,5006,213,216,138,1825,29
2938,0,5,277,29,5095,213,231,156,1785,23
3130,110,12,421,51,5271,240,227,115,1172,29
2775,191,9,134,-11,2081,220,247,161,1140,12
2744,81,11,170,25,1702,235,219,114,642,29
2698,71,14,30,8,1554,235,211,104,564,20
2927,68,11,0,0,4735,232,218,118,1989,23
2941,16,8,216,27,5002,214,224,147,1852,29
2942,350,9,242,33,5032,203,224,160,1838,29
3112,133,12,210,33,5128,239,234,122,999,29
2931,114,6,30,4,4701,232,233,135,2030,23
2944,0,10,218,9,4998,205,221,153,1878,29
2948,1,15,277,39,5057,198,211,150,1852,29
3038,13,9,376,58,4524,211,221,146,641,29
2953,13,18,182,18,4964,199,199,133,1919,29
2954,344,16,242,19,5024,185,213,165,1892,29
2959,358,17,361,24,5143,192,207,151,1804,29
2980,66,15,175,-20,3896,233,209,104,1369,29
2749,169,4,30,-2,1895,222,241,154,828,12
2943,282,13,60,8,4841,184,241,196,2002,29
2969,2,17,330,34,5109,194,206,147,1847,29
3156,84,16,458,48,5416,241,211,95,1195,29
3060,95,22,454,136,4272,249,201,69,2359,29
2948,79,15,120,24,5493,239,211,99,1608,30
2851,323,11,170,5,2910,191,228,177,2518,23
2937,325,4,30,1,4774,210,235,163,2084,23
2753,75,5,30,-1,2030,226,231,140,976,23
2666,132,12,42,1,1350,239,234,123,690,23
2955,26,8,124,5,4592,216,222,142,2205,23
3129,44,13,722,65,3606,222,211,121,2896,29
2996,34,11,400,61,5155,219,216,132,1889,29
2859,125,18,127,28,2738,247,225,100,2173,12
2979,265,10,242,44,4973,194,245,190,2037,29
2948,310,8,60,-1,4761,197,234,177,2188,29
3146,84,7,306,38,5464,231,227,129,1036,29
2683,98,18,67,14,1418,246,213,89,812,23
3159,346,12,642,102,3833,196,220,163,2779,30
2952,54,4,85,0,4609,222,231,144,2290,23
2950,328,9,30,8,4729,198,230,171,2229,23
2953,323,9,60,8,4759,197,231,173,2215,29
3165,343,13,649,72,3353,192,219,165,3158,30
2952,27,5,67,0,4607,218,228,147,2315,23
2954,38,5,30,6,4666,220,228,144,2285,23
2952,280,4,30,4,4726,208,240,170,2255,23
2957,270,5,60,15,4756,206,242,174,2241,29
2957,255,3,90,12,4786,213,241,166,2227,29
2951,84,2,0,0,4694,222,235,149,2296,23
3111,98,8,90,3,5369,234,228,126,808,29
2952,55,4,30,0,4692,222,231,145,2322,23
2855,54,19,180,45,2635,227,196,94,1765,29
2746,43,16,60,-1,1753,221,204,113,1008,12
3124,109,11,218,16,5498,240,227,116,902,29
2963,300,8,201,21,4867,199,237,178,2249,29
3112,338,8,95,5,5346,202,228,165,664,29
2926,18,10,242,41,3336,212,219,143,2648,29
2811,114,8,330,44,2345,235,232,129,1400,29
2656,72,15,182,21,1180,236,209,101,1006,30
3064,117,20,134,49,4812,250,218,87,277,30
3031,234,11,295,94,5883,202,250,185,1774,29
3138,313,13,216,31,5347,186,230,184,553,29
3098,112,9,272,33,4990,235,231,127,120,29
2982,10,18,30,7,4562,197,200,136,2538,23
3032,339,14,95,23,4710,189,219,169,518,30
2896,72,16,319,44,3294,236,208,98,2726,29
2795,144,11,258,16,2280,236,238,132,1471,12
2955,141,10,124,9,5251,236,237,131,2147,23
3132,48,7,324,25,5622,223,225,138,841,29
3241,202,12,277,50,3571,214,251,169,3204,30
3057,86,20,42,13,4290,244,203,79,2779,29
2977,95,10,309,18,4830,236,225,120,2447,23
2976,87,8,210,31,4012,232,227,127,1920,23
2755,45,9,108,0,1740,223,220,131,1290,29
3160,209,10,295,60,5301,213,249,171,277,29
2954,45,9,67,9,3925,223,220,132,2071,23
2780,352,2,30,1,2070,216,236,157,1451,29
2940,90,4,30,0,5370,226,233,143,2188,23
3099,290,21,604,160,6120,156,232,214,1533,29
2895,327,15,212,55,3140,182,222,179,2313,29
2779,15,7,0,0,1980,214,225,148,1436,29
2595,37,18,218,51,930,216,197,110,1357,9
2951,112,7,60,9,5280,232,233,133,2259,29
3005,259,16,324,60,5790,179,247,206,1864,29
3113,77,16,30,10,4141,239,208,95,2987,29
3083,357,20,127,39,4411,184,199,149,2843,29
3049,268,18,537,112,6001,172,244,210,1660,29
3144,62,4,313,44,5431,223,232,145,376,20
3049,241,2,469,29,4578,214,241,164,1273,29
3170,14,12,524,63,5752,208,214,141,808,29
3054,63,5,323,30,4696,225,229,139,1071,29
3052,311,14,85,11,4849,182,230,187,816,29
2977,346,10,210,29,4012,200,223,162,2143,29
2827,71,19,124,25,2586,237,201,88,1894,29
2653,89,20,417,109,1095,245,204,79,1465,30
3185,169,8,42,-2,3724,226,244,151,3308,30
3105,350,7,90,12,5245,208,228,159,285,19
2922,103,18,182,47,3726,247,214,89,2624,29
2979,87,5,120,25,5134,227,232,140,2490,29
3167,15,7,408,29,5600,214,226,149,541,29
2898,196,6,350,65,3013,219,245,162,2252,12
3157,240,11,830,50,6131,198,250,188,1245,29
2814,355,13,95,18,2359,199,218,156,1848,29
3013,77,25,277,46,4841,242,186,60,2755,29
2959,239,8,30,1,5352,205,247,180,2353,23
2978,261,17,277,16,5803,177,247,207,1921,29
2876,116,9,162,28,2862,236,231,126,2334,29
3166,230,7,771,22,6155,209,247,175,1167,29
2763,83,14,430,13,1652,239,215,104,1727,29
2965,352,3,180,3,5718,214,233,158,2023,23
3025,62,16,484,58,4821,232,205,101,1398,29
2683,89,13,190,13,1194,240,218,106,1790,23
2865,180,11,95,12,2876,224,247,154,2483,29
2980,59,8,212,13,4688,227,223,130,1682,19
2861,159,7,124,11,2967,228,242,146,2588,29
2679,66,11,108,9,1235,231,217,117,1879,23
3137,247,7,702,130,6238,205,246,179,1437,29
2970,73,13,150,3,4710,235,213,107,1733,19
2986,295,10,190,9,5819,193,238,185,1950,22
3157,146,5,216,12,5758,227,239,146,811,29
2978,315,6,67,-2,5374,205,235,170,2458,23
2954,53,7,42,0,4195,224,224,134,2262,19
3105,341,14,127,10,5434,191,219,167,1129,29
3109,261,12,659,102,6110,189,246,195,1524,30
3107,293,5,182,12,5568,205,239,173,1132,20
2958,34,7,30,0,4424,219,224,141,2067,19
2668,64,13,162,-24,1170,232,213,111,2185,29
3114,283,6,240,19,5584,202,240,177,1199,29
3001,57,18,180,28,4673,229,200,97,1864,29
3005,301,1,42,0,5564,215,238,161,2125,22
3118,176,13,426,23,5302,226,247,150,1429,29
3020,20,18,300,78,3893,204,198,126,2590,29
2946,309,23,210,74,2960,151,218,204,2536,29
2893,127,9,175,20,2108,236,234,128,2496,29
3106,50,7,485,11,5371,224,225,136,1473,20
2942,356,7,67,13,3427,209,227,157,2596,29
2941,32,4,108,12,3369,219,230,147,2574,29
3066,179,12,283,36,4918,225,247,153,1803,30
3052,115,14,127,32,4710,243,226,109,1956,30
3183,37,14,560,88,5686,219,207,121,1405,29
3048,260,11,258,24,5648,195,246,190,1973,22
2929,282,12,134,41,2984,188,241,193,2321,29
3042,274,8,201,17,5586,200,242,182,2036,22
2881,59,12,228,10,1679,229,214,116,2258,29
2782,42,6,443,-15,907,221,227,142,2634,29
3246,80,7,680,98,6019,229,228,133,1565,29
3218,111,8,558,70,5840,234,231,129,1589,29
3145,245,16,446,84,5928,185,251,202,1812,30
2976,30,11,30,9,3863,216,215,133,2508,29
3184,109,10,402,36,5683,238,229,121,1710,29
2788,77,9,524,71,778,232,223,122,2554,29
3035,98,16,192,25,4153,244,216,97,2616,29
3002,358,7,30,4,3907,209,227,156,2405,23
2944,111,8,210,15,1965,234,231,129,1871,29
2789,57,8,400,56,702,226,223,131,2484,29
3112,63,23,408,97,4563,233,186,72,3084,29
3061,276,5,42,1,5532,207,241,173,2207,23
3017,17,11,108,14,3873,211,218,142,2317,29
3289,251,10,812,141,6297,198,247,187,1958,29
2943,82,3,30,-1,2130,224,233,144,1634,29
2904,137,10,108,0,1380,236,236,130,1883,29
3027,18,5,242,4,3211,216,229,150,1734,29
2813,117,13,90,11,964,241,228,114,2038,29
3226,41,15,531,49,4076,221,206,117,3571,38
2952,0,4,30,2,2046,214,232,156,1471,29
3156,30,11,210,8,5433,216,215,133,2325,29
3038,40,7,218,26,3275,221,224,138,1689,29
2869,62,15,192,25,1371,231,208,106,1674,29
2747,4,13,95,12,484,202,214,148,2347,24
2722,8,19,134,17,228,194,198,137,2598,24
3079,0,6,283,14,5167,212,229,155,2646,22
3121,55,10,85,-1,4897,226,219,126,2617,29
3171,215,13,499,94,5921,207,252,179,2372,30
3007,16,7,297,5,2690,214,226,148,1302,23
3080,315,16,150,22,4795,176,226,189,2930,22
3215,41,10,408,67,5622,221,219,132,2454,29
3102,95,11,240,27,4371,238,223,114,3271,29
3121,243,7,234,48,5641,207,246,176,2518,30
3236,63,5,553,88,5863,225,229,139,2445,29
3072,53,7,108,8,5289,224,224,134,2675,22
3056,0,3,247,11,3327,215,234,156,1513,23
3018,15,5,300,7,2762,216,230,152,1233,23
3058,13,4,60,1,3539,215,231,152,1634,23
3091,59,13,182,16,4362,230,211,112,3300,22
3291,27,10,691,30,3777,216,219,138,3844,29
3087,52,17,85,20,5280,226,202,103,2763,22
2827,330,18,404,86,531,174,215,180,2321,24
3074,53,11,67,5,5318,227,215,121,2771,22
3157,79,8,212,2,5162,231,225,126,2791,29
3018,33,7,134,10,2263,219,226,143,1031,29
2962,100,18,242,74,1917,246,213,89,1140,29
3155,359,12,390,46,4837,202,219,153,3022,30
3123,42,13,323,59,5042,222,212,123,2912,30
3094,352,5,134,2,4593,211,231,158,3187,22
2861,0,4,0,0,1544,213,232,156,1337,29
3041,63,4,283,33,2555,224,231,143,908,23
2877,342,13,450,131,618,193,220,166,2285,24
2714,73,19,212,36,240,239,200,84,2376,29
3145,42,18,384,80,4983,220,197,106,3022,30
2751,76,17,313,63,323,239,206,92,2463,24
2711,67,20,201,37,218,236,196,84,2316,29
2695,54,13,150,20,162,227,211,115,2268,29
2686,41,9,90,12,108,221,221,134,2221,29
3095,13,8,95,8,3684,212,223,148,1498,29
2738,77,11,323,60,335,234,219,115,2396,29
2733,58,9,295,59,313,227,222,129,2372,29
2710,63,17,190,36,216,233,204,98,2256,29
3121,288,8,127,0,4585,197,239,182,3304,29
3140,265,14,283,39,5708,183,245,201,2902,22
2741,64,11,342,67,362,230,217,118,2363,29
2920,355,10,210,92,937,204,222,157,1967,24
2744,60,13,351,70,376,230,213,114,2347,29
2703,55,11,120,35,150,227,216,121,2148,29
3116,45,9,153,32,5220,223,220,132,3066,22
2807,62,22,485,119,497,233,189,79,2460,24
2748,61,15,360,74,390,231,208,106,2331,29
2743,64,10,330,68,360,230,219,122,2306,29
2739,71,13,300,65,330,234,214,110,2264,29
3156,88,6,450,22,4367,229,230,135,2021,29
2938,1,11,30,3,2120,204,219,152,774,20
2779,64,23,420,105,450,234,186,72,2352,29
3126,34,16,85,11,4354,216,203,118,3524,22
3212,258,21,277,73,4723,167,247,216,3329,29
3101,322,3,0,0,5428,212,236,162,3089,23
2785,59,24,421,110,450,230,183,73,2337,29
2774,58,23,391,100,420,229,184,75,2311,29
2756,52,20,331,91,360,226,193,93,2259,29
2708,67,16,95,37,120,234,207,100,2055,29
2960,303,20,256,52,1857,162,227,204,966,29
2817,64,24,484,143,511,233,184,70,2375,24
2754,50,24,306,86,331,223,180,78,2218,29
2731,51,12,218,65,242,226,213,119,2140,29
2722,57,10,162,52,182,227,219,125,2089,29
2717,62,11,134,46,153,230,216,118,2064,29
3206,106,6,170,15,5590,231,232,135,3154,29
2850,61,20,577,176,603,232,196,88,2442,24
2774,45,22,342,106,365,220,188,92,2229,29
2763,54,25,313,95,335,225,179,74,2203,29
2729,57,11,201,59,218,228,217,121,2099,29
2758,61,24,295,92,313,231,182,69,2162,29
2747,62,21,268,79,285,233,193,83,2136,29
3154,54,15,361,67,5023,228,207,109,3302,30
3111,261,9,95,3,5521,199,245,185,3182,22
3212,135,8,218,21,5689,233,237,135,3196,29
2719,54,6,134,46,150,224,226,137,1965,29
3161,315,12,90,22,4508,189,230,181,3556,29
3108,56,5,30,2,5387,223,229,141,3260,23
3155,111,7,395,21,4447,233,232,131,1995,29
2871,67,22,600,197,626,236,192,77,2391,24
2835,81,17,524,169,541,241,208,92,2309,24
2809,75,16,443,146,457,238,207,95,2227,24
3191,81,5,457,15,4686,226,231,140,2224,29
2915,146,15,42,10,1528,239,237,123,1376,29
2799,60,13,408,129,417,230,212,113,2160,29
2751,72,24,301,74,306,239,187,66,2053,29
2731,73,14,212,60,218,236,213,105,1973,29
2748,46,18,277,75,285,223,198,103,2012,29
2725,65,18,190,46,201,234,201,93,1932,29
2709,77,14,134,29,150,237,214,105,1879,29
2822,41,19,488,152,495,219,194,103,2190,29
2806,40,22,400,129,408,216,185,95,2108,29
2751,51,23,242,77,256,224,184,82,1932,29
3209,74,20,306,82,4092,239,198,81,3629,22
3146,291,10,30,-6,4362,192,239,186,3477,22
3183,99,5,90,4,5472,228,233,140,2982,23
2917,301,10,30,1,1634,193,236,183,1318,29
2786,53,29,335,107,350,221,163,56,2001,29
3195,230,7,466,75,6006,209,247,175,3032,29
2797,55,28,350,118,362,224,168,59,1989,29
2753,60,25,242,74,258,230,179,67,1879,29
2784,55,25,309,105,324,226,178,71,1922,29
3088,124,17,182,39,3424,246,226,102,800,29
2745,58,24,212,78,240,229,183,74,1800,29
2724,60,21,153,52,180,231,192,84,1745,29
2702,75,18,95,30,120,239,202,87,1691,29
3178,263,9,272,58,5807,197,245,187,2941,22
3131,169,5,162,-5,4073,224,242,153,1478,29
2801,60,27,335,122,361,229,172,59,1900,29
2763,56,23,247,96,272,228,185,79,1816,29
2740,59,23,190,68,212,230,184,75,1761,29
2987,352,13,228,14,2554,197,218,158,268,29
2946,18,16,42,10,1776,206,205,133,1236,29
2736,62,24,175,64,190,232,182,69,1722,29
2803,57,32,323,136,342,223,157,45,1851,29
2711,69,25,120,36,150,237,182,62,1655,29
2703,60,16,90,35,120,231,205,102,1627,29
3173,90,11,270,2,4838,237,222,114,2251,29
3148,146,5,150,12,4583,227,239,146,1981,22
3081,154,11,212,25,3556,234,241,137,872,29
2891,48,17,268,-36,659,224,201,105,2155,29
2830,51,29,360,163,379,220,166,61,1869,29
2763,59,28,210,91,240,228,171,58,1728,29
2716,69,27,120,48,150,237,177,55,1643,29
3122,158,8,67,2,4200,229,242,146,1560,22
2771,60,29,210,96,240,228,167,52,1717,29
3140,255,14,162,23,5678,187,248,199,2794,22
3202,48,22,153,32,4161,222,187,89,3263,29
3146,130,4,134,5,4726,226,237,145,2100,19
2843,70,26,335,171,365,238,180,58,1813,29
2812,63,25,277,137,306,232,180,65,1756,29
2738,63,33,134,64,162,228,154,33,1613,29
3037,48,19,430,-8,3005,224,196,99,190,29
2990,284,12,180,46,1936,185,240,194,1172,29
2865,85,15,400,193,430,240,213,99,1863,29
2809,62,24,256,141,285,232,183,70,1718,29
2958,55,4,247,-1,1234,222,231,145,2012,23
2774,58,30,190,96,212,225,164,51,1624,29
2938,62,5,162,10,972,224,230,142,2313,23
2771,56,30,175,88,190,224,163,53,1587,29
2755,62,34,150,76,162,226,150,29,1558,29
2788,61,26,180,105,210,231,178,65,1572,29
2750,70,36,120,83,150,232,148,16,1513,29
2732,71,33,90,61,120,235,158,28,1484,29
2737,70,34,95,61,120,234,154,24,1477,29
3212,71,14,402,97,5094,235,213,107,2642,22
3106,83,6,180,-8,4254,228,230,137,1519,23
2960,59,4,90,0,1230,223,231,143,2084,23
2890,68,17,331,-37,540,235,204,95,1884,29
2818,65,19,247,135,270,234,199,89,1618,29
2767,73,36,134,91,150,234,147,12,1500,29
3187,63,7,258,69,5261,226,226,134,2571,22
2813,65,19,228,146,242,234,198,88,1583,29
2773,74,36,150,92,153,236,149,13,1495,29
3192,102,7,319,73,5206,232,231,132,2519,22
2809,82,22,212,128,228,244,196,71,1544,29
3211,115,4,362,30,5685,227,236,144,2543,29
3009,131,10,67,8,2718,237,235,128,573,29
2799,82,25,201,126,210,245,187,56,1507,29
3197,247,5,324,47,5873,209,244,173,2382,22
